Vibration_mm_s,Temperature_C,Pressure_bar,Current_A,RPM,Operating_Hours,Label,Fault_Class
13.4081,60.0000,8.7584,23.8511,1344.7658,1578.6287,5,Combined Faults
5.0184,66.5691,5.2630,16.2411,1482.1859,1746.7475,1,Normal
14.2592,62.3815,6.9463,19.7463,1640.0775,5607.6272,2,Bearing Wear
23.9967,86.6249,6.1057,25.2206,1899.4204,4032.3427,4,Overheating
14.1946,70.6045,6.0950,20.5292,1406.6354,4633.1090,4,Overheating
3.7783,54.8146,5.7283,16.7034,1424.3665,1012.6599,1,Normal
13.9921,70.6500,5.5912,20.5501,1136.5097,3109.8713,4,Overheating
2.7939,67.0690,5.2431,16.8700,1455.7722,1930.2965,1,Normal
5.3737,81.9442,6.4848,24.9035,1980.8208,4682.5889,4,Overheating
8.3227,83.6698,7.3686,23.8452,1984.6428,3843.6741,4,Overheating
10.3721,58.4056,6.5770,17.7944,1228.0718,3627.8370,2,Bearing Wear
18.0350,60.0000,8.6433,23.6488,1190.4465,5181.5943,5,Combined Faults
12.7988,59.0102,6.8198,18.1612,1370.0636,4157.6443,2,Bearing Wear
8.6988,49.4397,6.1663,16.3581,1614.0216,1321.4355,2,Bearing Wear
20.8940,69.6188,9.3131,24.9082,1889.3753,5098.9959,5,Combined Faults
23.3732,59.9321,7.9048,21.6977,1505.6577,4674.6134,3,Misalignment
5.2771,54.2576,5.3403,16.7662,1557.3299,661.4321,1,Normal
13.4187,77.5313,6.5571,22.1156,1543.2644,5686.9500,4,Overheating
4.8900,47.7476,5.5712,15.9545,1473.0094,299.8830,1,Normal
17.5360,65.6157,7.4564,19.8948,1604.7657,7477.9023,2,Bearing Wear
17.0074,53.7785,8.6243,17.6305,1486.5781,3391.3740,3,Misalignment
16.0216,63.1022,9.1579,25.6443,1651.8500,4144.8716,5,Combined Faults
3.6452,74.4441,5.9207,20.4762,1130.5971,4780.8107,4,Overheating
3.9510,65.0329,5.5115,15.9062,1557.5720,1707.2684,1,Normal
15.2551,62.7370,7.5102,19.1294,1126.4327,6086.3073,5,Combined Faults
4.1040,55.7864,5.4939,17.0082,1577.5142,789.2598,1,Normal
12.3267,63.8852,7.0796,20.3248,1322.4865,7.0939,3,Misalignment
16.3848,66.8596,8.0640,21.1475,1717.0636,2542.4743,3,Misalignment
2.6767,45.5633,5.7808,16.6814,1562.3141,107.6927,1,Normal
28.7192,67.8649,7.2391,20.8193,1762.1419,591.2372,3,Misalignment
11.2980,52.6522,6.5312,17.1383,1352.3558,2328.7409,2,Bearing Wear
8.1174,75.8328,7.0329,22.5136,1229.3010,2963.5866,4,Overheating
6.4503,77.9710,7.1045,23.0514,1320.7744,3168.7529,4,Overheating
4.9853,58.9940,5.3028,16.2682,1505.0186,1305.5744,1,Normal
15.5349,76.9925,6.1793,21.5201,1860.2738,2806.5376,4,Overheating
12.0430,81.0501,7.4280,25.1959,1928.4413,4792.7510,4,Overheating
7.3805,51.4465,6.0298,16.3992,1606.0884,869.3112,2,Bearing Wear
7.7009,78.8312,6.5150,23.0616,1303.2076,799.8650,4,Overheating
23.0177,55.8041,8.2476,20.3008,1628.9356,635.5796,3,Misalignment
15.7856,63.4343,7.7359,19.7881,1250.8736,7100.0113,2,Bearing Wear
12.5795,58.1481,7.0444,18.1621,1601.3229,4197.2155,2,Bearing Wear
18.0510,69.0304,7.1801,22.0710,1667.0983,6861.9779,5,Combined Faults
11.2906,55.4623,6.4039,18.5526,1668.2713,3587.7221,2,Bearing Wear
3.9130,65.6733,5.6741,16.8730,1598.1620,1857.0524,1,Normal
6.9557,74.3329,5.2196,20.8840,1060.3109,1329.3824,4,Overheating
14.1368,69.6545,8.1611,17.5881,1473.2269,276.1642,3,Misalignment
23.4095,82.9457,7.3958,24.7020,1857.7342,1886.1790,4,Overheating
3.7077,75.4309,5.1563,22.2016,1157.3107,4974.9722,4,Overheating
10.9742,49.6247,5.9624,16.7529,1665.7793,1166.5085,2,Bearing Wear
19.3237,74.7603,7.4431,24.1212,1555.6857,5059.1241,5,Combined Faults
5.8936,71.2797,6.8423,22.8199,1611.2854,3390.8950,4,Overheating
14.9682,80.1564,7.2317,24.1163,1997.3602,5340.6672,4,Overheating
4.5962,59.8587,5.2643,16.9172,1499.3181,1072.9758,1,Normal
11.1031,65.8338,6.2624,20.6891,1607.5180,2272.7586,3,Misalignment
16.1647,60.0000,8.2270,22.1721,1504.5387,3989.9288,5,Combined Faults
14.9933,58.6386,6.8244,20.3122,1739.0140,3761.2883,3,Misalignment
9.2655,60.1813,8.6756,23.8204,1665.7660,1909.5946,5,Combined Faults
4.6203,58.6855,5.4962,15.7888,1547.0161,1423.4342,1,Normal
3.7434,45.9442,5.7099,16.4417,1484.5034,194.0607,1,Normal
11.0839,60.0000,8.0076,20.9127,1449.5447,1302.7985,5,Combined Faults
3.8609,57.5268,5.3666,15.7488,1475.5675,1060.8824,1,Normal
12.9947,64.4447,6.6648,18.3462,1188.1024,4195.9700,5,Combined Faults
13.5826,77.3577,6.7184,22.5973,1331.6113,2587.0105,4,Overheating
20.6352,57.0549,6.4516,20.8755,1325.8809,3879.6891,3,Misalignment
16.9547,62.6305,8.2352,19.2923,1195.7001,4059.6297,5,Combined Faults
24.7717,51.0345,8.2638,20.3502,1757.2779,2283.1146,3,Misalignment
17.8495,65.2739,6.8115,21.8995,1466.7621,4466.2431,3,Misalignment
2.6270,63.6157,5.2598,16.3567,1469.8793,1418.8416,1,Normal
9.9992,76.6630,6.3238,22.4612,1150.3664,1483.1835,4,Overheating
20.3162,63.0227,6.6753,19.1668,1301.7735,2064.2739,3,Misalignment
17.8953,81.5628,6.1871,24.1031,1385.5235,4865.0233,4,Overheating
5.3802,49.8528,5.6217,16.8296,1566.1270,318.2355,1,Normal
10.9182,78.3432,6.0449,24.1605,1678.8069,4464.1094,4,Overheating
14.9285,62.0373,6.6373,23.0147,1620.4746,1436.4494,5,Combined Faults
3.6737,69.8240,5.3475,16.2105,1551.3873,1996.5119,1,Normal
11.7802,61.3922,8.0533,21.9761,1495.5265,2751.6404,5,Combined Faults
21.5515,56.8774,7.9231,18.4506,1341.1374,4986.6942,3,Misalignment
13.2014,61.2225,6.8636,19.5641,1425.0950,5186.4366,2,Bearing Wear
17.8283,68.8264,6.5339,19.6129,1485.3801,2029.4893,3,Misalignment
10.9867,59.0110,6.7114,23.0028,1255.2760,5053.8388,4,Overheating
2.8242,59.2325,5.3803,15.6728,1496.2961,1006.3177,1,Normal
3.2873,47.9008,5.6493,16.5027,1508.7538,81.0541,1,Normal
10.9215,57.1481,6.6977,18.8044,1540.3760,4245.1385,2,Bearing Wear
16.9506,75.2587,7.1470,22.3851,1867.9030,3235.2294,4,Overheating
12.5410,82.6619,6.7037,23.1318,1522.1190,622.0759,4,Overheating
3.8934,48.5872,5.7577,17.0047,1500.3610,384.5203,1,Normal
17.6770,68.3231,8.1754,21.8216,1536.9499,353.8889,3,Misalignment
21.8651,62.5235,6.4246,21.7954,1718.9207,717.9141,3,Misalignment
3.6241,50.5012,5.5505,15.8639,1470.4166,150.1788,1,Normal
12.1543,62.3009,7.2170,18.9914,1292.8521,6018.6585,2,Bearing Wear
13.7586,64.3702,7.4142,20.2164,1379.6889,6713.5444,2,Bearing Wear
9.9322,55.2484,6.6671,18.3202,1617.4264,3209.6438,2,Bearing Wear
7.0589,48.4088,6.3262,16.3220,1499.1504,1317.8616,2,Bearing Wear
17.2653,60.5403,7.1657,18.4038,1459.8314,1060.1533,3,Misalignment
5.0576,64.2478,5.2786,15.9350,1573.8914,1765.6950,1,Normal
12.8027,75.3298,7.1645,22.0155,1307.7309,4622.4707,4,Overheating
19.2086,62.4162,7.4101,19.8948,1498.9619,4329.5199,3,Misalignment
24.2245,64.8873,7.3731,22.3614,1666.5122,1920.6435,3,Misalignment
13.8069,68.5243,9.0074,20.0291,1163.1158,7834.1330,5,Combined Faults
10.4924,69.8242,6.2183,20.9699,1292.5895,340.7995,4,Overheating
14.3885,62.0178,7.5196,19.5049,1508.0934,6303.7970,2,Bearing Wear
16.0696,63.8516,7.1853,20.5194,1642.1267,6648.2156,2,Bearing Wear
22.7486,68.2125,8.3852,19.5518,1397.5257,2641.5179,3,Misalignment
16.8739,54.4067,8.6222,19.6603,1311.6920,2175.1090,3,Misalignment
9.7075,52.2070,6.0272,16.9364,1682.1840,1386.1973,2,Bearing Wear
14.8548,78.6907,5.1024,22.7362,1137.9231,492.6257,4,Overheating
13.6249,57.3089,6.8039,19.5266,1289.4888,4900.9569,2,Bearing Wear
3.5913,62.1973,5.6960,16.5017,1486.6242,1249.5280,1,Normal
3.8459,65.4678,5.3224,16.6355,1486.8009,1893.5737,1,Normal
24.2374,62.1141,8.6541,20.4002,1661.7278,1495.7995,3,Misalignment
22.6914,70.6512,5.3473,22.2170,1869.4928,2690.7785,4,Overheating
11.9215,67.2243,7.1639,22.1266,1744.5263,2973.3147,3,Misalignment
20.7086,71.2656,9.0489,23.5724,1784.2164,6794.8323,5,Combined Faults
12.4253,59.1399,6.7201,17.4283,1434.6716,3733.5339,2,Bearing Wear
4.4440,52.8628,5.1807,15.6594,1438.6083,541.5175,1,Normal
14.0172,63.8944,6.5610,19.6332,1606.9901,480.1215,3,Misalignment
4.5289,89.0219,6.1760,26.0561,1744.9116,3212.9495,4,Overheating
3.7147,56.2214,5.5588,17.0948,1435.2713,846.9908,1,Normal
12.7126,60.0000,6.4849,23.7845,1716.5427,1284.9436,5,Combined Faults
4.5437,49.2812,5.7987,16.9158,1598.0777,274.4225,1,Normal
4.6096,58.7839,5.4109,16.6457,1468.2204,1141.0760,1,Normal
11.8612,56.2388,6.8336,18.7200,1448.0880,3913.0057,2,Bearing Wear
11.1543,70.7472,7.3443,23.1924,1812.9562,4609.0168,4,Overheating
20.9358,56.1158,7.2191,21.3738,1461.2266,3591.6832,3,Misalignment
17.6056,66.8691,5.0830,22.3227,1815.3369,746.2223,4,Overheating
2.2505,58.5552,5.7494,16.4851,1419.0191,1451.4313,1,Normal
11.7168,57.6325,6.6913,18.8710,1309.9413,4486.0420,2,Bearing Wear
9.5319,50.9131,6.2068,15.8971,1330.8332,1256.3044,2,Bearing Wear
17.0826,81.0165,5.8147,21.6862,1645.9374,1058.7707,4,Overheating
3.6742,55.6144,5.4283,16.3630,1423.6262,950.6669,1,Normal
16.6924,57.5025,8.0171,18.3625,1646.7442,1074.7258,3,Misalignment
16.2662,77.3475,5.8046,25.7326,1919.4057,1590.1792,4,Overheating
3.4508,48.7266,5.6825,16.1358,1419.8314,413.9703,1,Normal
2.9535,56.1333,5.5124,16.9695,1547.6959,880.7104,1,Normal
4.4159,49.0176,5.4524,16.2838,1452.8383,114.1178,1,Normal
13.5870,63.7818,7.6208,20.8201,1276.5540,7241.5019,2,Bearing Wear
5.6805,72.7204,5.6227,23.2871,1214.6329,5525.9645,4,Overheating
11.1004,73.7735,5.7079,23.8693,1449.8410,3939.2291,4,Overheating
11.0063,56.4668,6.8629,17.3546,1693.0300,3729.6626,2,Bearing Wear
14.6296,60.0000,8.5364,23.3306,1100.0220,3864.1251,5,Combined Faults
13.8023,58.6096,7.5844,17.8524,1771.9873,1968.2536,3,Misalignment
2.8992,51.4301,5.5690,15.8096,1465.2325,469.3445,1,Normal
10.0722,60.4545,6.6866,18.8233,1213.6715,4334.9237,2,Bearing Wear
17.1767,82.9700,7.0999,26.9809,1826.2125,1942.8143,4,Overheating
11.0972,52.6133,6.4966,17.9266,1256.8910,2694.7953,2,Bearing Wear
16.8779,88.6455,6.1949,21.1790,1541.3680,156.5696,4,Overheating
13.2095,60.0000,6.6782,20.9823,1170.0606,4157.0367,5,Combined Faults
14.2485,64.1502,7.2343,19.3295,1364.1611,6039.7279,2,Bearing Wear
11.8707,83.7560,6.4854,22.2855,1218.3238,1441.0471,4,Overheating
13.8675,61.6730,8.8729,23.8334,1690.4557,3813.3896,5,Combined Faults
17.4619,62.2217,7.5519,26.7266,1868.6795,3042.4171,5,Combined Faults
16.8305,83.0737,5.3846,24.8542,1867.5776,240.0013,4,Overheating
10.9500,62.4927,7.5015,18.8137,1318.2730,5657.0207,4,Overheating
12.5735,66.7165,9.0112,22.4828,1348.9053,4146.0954,5,Combined Faults
20.3905,79.6281,7.2787,22.7891,1721.0054,4910.0081,4,Overheating
8.1588,52.1184,6.3654,16.3415,1534.0970,1837.9273,2,Bearing Wear
8.9748,82.9881,7.3422,21.7807,1455.6840,1820.5667,4,Overheating
15.1516,64.0263,6.9234,22.7757,1767.3398,2752.6900,5,Combined Faults
18.8957,69.7396,5.5416,20.4689,1403.2679,755.8326,4,Overheating
14.3865,60.5294,6.7544,22.4220,1056.8373,5778.0096,4,Overheating
17.1876,66.7157,7.5916,20.4012,1620.2172,7614.9421,2,Bearing Wear
15.9890,64.1734,6.2862,19.8343,1456.6314,3331.6496,3,Misalignment
12.4467,60.6497,9.2101,21.5999,1181.1997,1784.3675,5,Combined Faults
18.0689,80.2472,5.3626,21.0792,1523.0046,2267.7889,4,Overheating
21.1191,59.9765,8.0857,18.6505,1763.8174,3531.6544,3,Misalignment
14.2925,63.5262,7.8922,23.3336,1472.6662,2617.7444,5,Combined Faults
15.3711,63.4466,8.8560,23.0527,1135.4379,3873.2548,5,Combined Faults
14.1107,70.0676,8.9333,24.1843,1774.2039,6143.1206,5,Combined Faults
18.3759,67.6756,9.3486,19.1733,1288.5626,6546.1777,5,Combined Faults
10.3875,65.2614,7.5111,22.8461,1215.5754,794.1679,4,Overheating
4.0764,50.3746,5.7331,16.5986,1468.9904,320.5450,1,Normal
10.8796,57.7316,8.2098,21.5135,1745.0282,1922.6425,3,Misalignment
10.7948,60.0000,7.1163,22.2375,1474.3748,1227.1896,5,Combined Faults
14.9914,60.9954,9.2255,22.8871,1885.7891,2941.1280,5,Combined Faults
14.5910,88.0954,5.0886,24.1466,1548.5631,4124.2977,4,Overheating
10.4876,72.5424,6.2638,22.2693,1015.5416,5982.4341,4,Overheating
4.8484,56.3832,5.7753,16.5788,1592.3066,1015.0092,1,Normal
13.4441,82.4840,6.2159,23.0129,1359.3857,3740.5342,4,Overheating
14.0112,60.0000,6.6465,19.7180,1133.2533,2126.3316,5,Combined Faults
15.1921,67.3135,6.9872,21.7394,1111.8092,6463.2886,5,Combined Faults
20.9861,51.2029,7.1471,21.7517,1703.6954,4795.4348,3,Misalignment
8.9764,84.3998,5.2834,23.1520,1475.1970,3884.1342,4,Overheating
23.6450,57.8898,6.5579,18.6687,1776.5414,3612.0787,3,Misalignment
3.1977,77.3584,7.2673,24.4305,1845.4440,1734.1012,4,Overheating
13.0232,62.8204,7.0528,19.2943,1320.5357,5238.0728,2,Bearing Wear
5.0935,60.2101,5.4793,16.4565,1487.4256,1512.2416,1,Normal
11.0217,54.0168,6.5509,17.1948,1629.8081,2853.1062,2,Bearing Wear
2.6333,50.3187,5.7513,16.8519,1511.4004,592.5993,1,Normal
19.9920,58.5831,6.9801,21.4091,1684.3722,3771.7517,3,Misalignment
3.0012,52.1070,5.7262,15.6230,1421.4422,542.7763,1,Normal
17.4751,62.7769,7.6165,23.6217,1477.8066,4343.0507,5,Combined Faults
21.2329,55.4730,7.6974,19.6249,1548.4504,4076.1192,3,Misalignment
13.9912,55.4901,6.7100,18.0038,1686.1758,4025.1314,2,Bearing Wear
14.4975,58.8375,8.5194,20.2213,1626.9834,1732.5266,3,Misalignment
3.2248,64.9536,5.5992,16.1151,1469.2813,1587.1555,1,Normal
22.5520,63.7224,8.3173,21.2315,1432.1161,1145.4633,3,Misalignment
3.4106,48.6193,5.6810,16.7064,1567.5960,80.3026,1,Normal
8.1793,51.2705,6.1974,16.7238,1583.9354,2033.2294,2,Bearing Wear
15.5362,55.2839,7.0176,20.4387,1336.4280,1868.0082,3,Misalignment
15.7979,63.5663,8.5831,24.3503,1557.0728,3459.2973,5,Combined Faults
5.5967,72.1996,5.6144,21.0486,1045.2064,578.2362,4,Overheating
17.5979,62.0795,7.0190,21.0667,1383.2962,6090.9818,5,Combined Faults
12.3260,82.1136,5.6751,24.5403,1645.6721,940.5903,4,Overheating
8.9770,57.0297,6.3541,17.8242,1218.3277,2778.4964,2,Bearing Wear
8.6725,52.8431,6.4470,16.4892,1603.7957,1997.0907,2,Bearing Wear
12.0624,60.0000,8.7846,22.5327,1186.7020,1964.9342,5,Combined Faults
2.7685,58.2971,5.4825,16.8138,1474.7436,1302.6700,1,Normal
22.9599,82.4086,6.1948,21.3677,1880.9983,1645.6183,4,Overheating
11.0015,57.1527,6.5472,17.5193,1522.9993,3066.8632,2,Bearing Wear
17.7300,58.8454,7.6468,21.5068,1771.7685,3900.4224,3,Misalignment
13.5933,71.1526,9.1161,23.0048,1855.2448,6153.9379,5,Combined Faults
13.7882,60.0000,8.8841,23.3012,1100.1141,3609.3336,5,Combined Faults
19.8332,62.3027,7.8771,19.9015,1736.3764,2376.3138,3,Misalignment
14.2745,62.2856,8.4482,23.1975,1242.4791,3227.9876,5,Combined Faults
27.5323,55.0104,7.1493,20.5981,1754.7591,4592.0153,3,Misalignment
14.8275,63.8463,6.9838,19.0262,1675.3714,249.8432,3,Misalignment
2.7744,67.5262,5.2556,16.1732,1451.1561,1952.4017,1,Normal
26.5267,63.4267,7.0849,19.6414,1485.5913,3451.5750,3,Misalignment
23.2756,62.9952,6.6473,22.1092,1764.8824,4680.3774,3,Misalignment
3.6127,70.6588,5.2043,20.3277,1191.6555,3042.4202,4,Overheating
9.6583,53.2801,6.3128,17.3009,1586.4345,1912.7404,2,Bearing Wear
25.7858,53.9853,8.3736,22.2170,1522.8079,2634.0214,3,Misalignment
2.3384,57.3553,5.1737,16.3585,1427.6123,834.6721,1,Normal
14.2880,67.6854,6.3213,19.2682,1652.8176,2085.0013,3,Misalignment
4.9432,59.4944,5.2396,16.4048,1560.2779,982.5149,1,Normal
23.5254,78.0584,7.4480,23.5615,1832.8352,5045.9456,4,Overheating
18.4977,63.4260,9.1718,21.1729,1562.5126,4679.8377,5,Combined Faults
18.4474,57.3130,7.8564,20.1522,1339.4140,504.1154,3,Misalignment
12.5607,75.6586,7.4104,24.6457,1509.6377,2169.7143,4,Overheating
20.4333,69.8799,6.8844,17.6301,1661.2217,4859.6225,3,Misalignment
6.8068,75.4713,6.7677,21.8875,1984.6994,596.7451,4,Overheating
4.8133,62.6854,5.2611,16.9079,1442.7636,1833.3902,1,Normal
17.9069,71.9647,7.7929,24.3758,1779.2218,4303.6787,5,Combined Faults
22.9761,63.8080,7.6326,18.1061,1648.2696,2312.9621,3,Misalignment
15.5544,67.2033,7.4603,20.0358,1373.9406,7566.3609,2,Bearing Wear
3.7832,60.8978,5.4352,16.7075,1593.8917,1466.2489,1,Normal
9.5526,93.5313,6.0917,22.8362,1726.0667,408.1612,4,Overheating
18.2209,68.2038,7.6773,20.0692,1532.9589,7734.0618,2,Bearing Wear
16.1064,66.9790,6.5697,20.4539,1248.2375,6842.8912,5,Combined Faults
16.6237,68.4273,8.1343,20.6493,1615.2557,1087.9932,3,Misalignment
12.1322,66.3053,8.3265,22.1327,1368.0028,4052.9230,3,Misalignment
17.4146,65.0652,7.8584,25.7119,1779.8372,4360.3484,5,Combined Faults
11.1123,73.9166,5.1677,23.7408,1583.6434,967.7568,4,Overheating
16.9808,50.0357,8.2223,18.7579,1390.4916,1228.7557,3,Misalignment
23.2767,87.8449,7.1606,23.3044,1854.1529,582.0925,4,Overheating
9.3879,78.2511,7.0929,21.7105,1161.3272,1589.7698,4,Overheating
9.6479,79.2371,5.2313,21.3329,1975.0838,5710.5288,4,Overheating
4.2928,67.4076,5.3714,15.7261,1596.6760,1791.5890,1,Normal
12.3788,60.0000,8.5418,24.4493,1759.7580,2396.7134,5,Combined Faults
4.5238,47.8181,5.5074,15.6773,1503.2919,190.3982,1,Normal
16.4347,64.4390,6.8305,17.8848,1451.2707,1471.1317,3,Misalignment
18.8931,63.2489,7.0521,22.7361,1854.0633,2798.6874,5,Combined Faults
9.9006,52.6720,6.3473,17.8393,1586.4658,2323.5468,2,Bearing Wear
4.7430,55.6106,5.4711,16.4895,1501.6386,873.3350,1,Normal
4.2323,51.9107,5.5282,16.8431,1413.9281,275.9950,1,Normal
3.7085,67.9653,5.7181,16.5262,1403.3160,1986.1692,1,Normal
18.8609,66.0539,7.0491,20.8899,1737.7877,2641.8147,3,Misalignment
4.1988,72.7695,7.0908,22.0027,1095.8731,4357.5563,4,Overheating
4.3636,54.7779,5.4327,15.6135,1425.0128,765.6497,1,Normal
4.5855,52.0554,5.7103,15.6174,1518.7226,598.7407,1,Normal
5.5471,77.0015,5.6119,23.2820,1519.2583,2118.3026,4,Overheating
11.7606,60.7904,7.3862,18.8230,1480.6087,5627.8163,2,Bearing Wear
3.9724,52.9682,5.3638,15.9140,1485.1186,528.6544,1,Normal
21.9436,66.5052,8.6970,17.9121,1476.9483,1361.6280,3,Misalignment
14.4729,60.3037,6.9703,18.5679,1426.8906,5353.0249,2,Bearing Wear
11.8282,57.0140,6.6719,18.1298,1462.2514,4493.6731,2,Bearing Wear
12.4819,67.3370,6.2860,21.4125,1444.7427,4177.3392,3,Misalignment
14.3618,60.0000,7.1625,23.7557,1124.4530,4638.5245,5,Combined Faults
4.3899,48.6129,5.4414,16.0472,1424.5942,312.0167,1,Normal
17.8445,66.2808,6.5037,19.9130,1545.1677,4133.3074,3,Misalignment
15.4857,64.7240,7.7760,20.0097,1494.4285,7498.9073,2,Bearing Wear
3.5466,61.0167,5.4834,16.7843,1442.9993,1406.3708,1,Normal
14.9035,64.3048,7.5214,20.1208,1354.8361,7742.5232,2,Bearing Wear
3.8615,54.4604,5.6732,16.1969,1575.8089,954.2545,1,Normal
2.8412,62.6718,5.8267,17.0067,1558.6797,1552.8089,1,Normal
9.2008,55.5258,6.5409,17.7324,1595.0234,2303.6756,2,Bearing Wear
27.2568,58.9278,8.3944,21.6166,1591.9049,2611.9634,3,Misalignment
14.5235,70.7305,6.9666,25.6756,1517.8335,7341.4919,5,Combined Faults
12.4635,59.4309,6.4459,21.6770,1316.9231,461.8502,3,Misalignment
19.3049,74.2697,7.0010,23.4496,1111.3246,7769.8507,5,Combined Faults
14.7436,65.9248,7.6550,19.8743,1358.9546,7155.3946,2,Bearing Wear
22.7985,86.1703,6.4074,25.5008,1902.2583,3978.6014,4,Overheating
11.5297,60.0000,7.2081,18.6382,1310.1441,2953.3446,5,Combined Faults
18.3820,73.4085,6.4140,23.4851,1692.2787,2189.6851,4,Overheating
2.8668,60.6369,5.5376,15.6106,1536.0838,1125.3360,1,Normal
25.5435,58.1296,7.1489,20.0455,1310.0635,2464.5155,3,Misalignment
14.6492,67.0605,6.2189,19.2435,1240.0865,5791.6033,4,Overheating
19.3907,68.0837,8.9267,19.1258,1302.7980,6600.1053,5,Combined Faults
13.5714,63.1688,6.5029,19.1836,1794.2631,3153.9614,3,Misalignment
8.5715,53.4341,5.9871,16.3723,1655.7400,1480.9574,2,Bearing Wear
16.8986,76.8168,5.6551,24.0072,1980.6848,1289.7793,4,Overheating
19.8851,60.0000,6.7175,24.2444,1875.0025,4748.1005,5,Combined Faults
3.1121,60.7665,5.5989,16.1051,1439.0240,1608.3427,1,Normal
18.5971,58.8036,8.1836,19.1311,1368.5075,722.6519,3,Misalignment
4.9048,66.5168,6.9564,22.1673,1481.1023,1233.2692,4,Overheating
21.7081,67.5113,7.4971,21.9103,1475.2235,4599.3129,3,Misalignment
14.9085,66.8215,8.9947,22.7558,1459.9308,5605.8396,5,Combined Faults
4.3121,45.1635,5.7869,15.8666,1489.1200,11.7000,1,Normal
17.8540,72.3614,8.1779,22.8965,1830.2831,7890.8622,5,Combined Faults
9.1555,48.9845,6.0954,16.0460,1553.7750,945.7267,2,Bearing Wear
24.3709,70.5630,8.6953,21.5036,1521.3630,6959.3231,5,Combined Faults
20.3515,69.1290,6.9551,19.6370,1330.4903,40.0177,3,Misalignment
2.9337,66.0130,5.4006,16.7805,1546.2788,1915.1849,1,Normal
17.2473,68.9457,8.4054,23.2045,1268.0711,5142.6397,5,Combined Faults
8.4478,54.6877,6.5280,17.7648,1299.9818,2472.5798,2,Bearing Wear
16.7295,64.5826,7.8836,20.5312,1464.7619,7946.3852,2,Bearing Wear
12.8578,70.5526,6.5887,21.8424,1305.7621,633.2071,4,Overheating
13.5193,64.2734,7.7556,22.9434,1412.4815,4040.5035,5,Combined Faults
23.8773,66.0530,7.4597,22.5214,1711.8498,1338.5106,3,Misalignment
12.4299,56.4275,6.5654,17.5313,1489.6733,3683.5935,2,Bearing Wear
13.2561,57.2017,6.7176,18.8735,1516.9603,4674.4130,2,Bearing Wear
9.5976,82.4763,7.5730,22.8106,1720.7272,2918.8354,4,Overheating
14.0515,60.3788,7.2929,19.3581,1635.5468,5598.3923,2,Bearing Wear
15.0023,72.5044,5.1270,21.9881,1215.0066,4075.9402,4,Overheating
13.9223,63.7396,7.4042,21.6591,1364.5727,2866.5102,3,Misalignment
4.3001,56.1565,5.4920,16.7255,1534.4529,706.6754,1,Normal
14.5168,68.6863,7.6465,24.3285,1776.3049,6197.5629,5,Combined Faults
11.0828,56.8492,6.6722,18.4533,1397.9426,3207.3248,2,Bearing Wear
9.9946,73.6404,7.2560,22.5907,1042.1942,2136.9335,4,Overheating
3.1525,54.7763,5.3547,16.8667,1477.5001,726.9356,1,Normal
10.9296,94.8965,6.7360,25.9488,1940.8012,3123.9450,4,Overheating
21.1725,55.3670,7.3410,22.0177,1738.9361,2997.7423,3,Misalignment
16.3192,69.2471,7.5027,20.6887,1589.1497,7877.9175,2,Bearing Wear
3.0051,87.7667,6.1662,24.4809,1709.1963,130.9089,4,Overheating
10.8020,63.4851,8.8475,22.8069,1355.7035,4276.7264,5,Combined Faults
2.5522,51.9597,5.7439,16.5363,1460.5993,444.1282,1,Normal
23.8326,65.7317,8.2805,21.3192,1799.8382,655.2849,3,Misalignment
2.4276,58.2898,5.5140,16.1675,1530.6729,1098.9355,1,Normal
21.2003,54.7452,7.0069,22.0503,1361.3690,4785.8717,3,Misalignment
17.4651,67.3391,8.0472,24.8134,1601.4763,5067.6025,5,Combined Faults
3.4440,73.7016,6.8782,22.2758,1215.5020,457.1306,4,Overheating
4.4640,59.6950,5.5271,16.2656,1587.1214,1248.7245,1,Normal
5.7655,81.6806,6.8917,20.6538,1252.1235,2162.3218,4,Overheating
22.6196,64.6627,6.8518,22.3325,1688.3323,2842.8663,3,Misalignment
3.9816,64.5125,5.5740,15.7913,1465.6356,1885.5292,1,Normal
18.2578,67.1281,6.7843,19.9368,1706.4504,1066.2956,3,Misalignment
19.3584,68.4500,8.4410,20.0081,1675.0649,4511.5054,3,Misalignment
4.0466,49.5334,5.8027,16.6405,1575.0876,459.4631,1,Normal
11.3342,62.2579,7.0901,19.5884,1666.2216,5229.7163,2,Bearing Wear
3.6138,61.5051,5.5252,16.1606,1558.1299,1108.9194,1,Normal
13.0010,58.5687,7.2682,19.6718,1431.3064,5387.5291,2,Bearing Wear
15.2154,60.0000,8.2238,20.9407,1183.6060,3493.9079,5,Combined Faults
20.4359,63.5490,6.7463,20.1393,1770.5275,2365.4237,3,Misalignment
10.4834,60.3308,6.9950,18.7153,1218.2711,4581.2263,2,Bearing Wear
12.4165,56.7574,6.5931,18.3852,1453.5073,3723.3305,2,Bearing Wear
14.3010,56.7078,6.7735,21.5718,1753.3828,4479.5941,3,Misalignment
14.9681,59.9642,7.2692,19.1438,1354.8064,5891.6906,2,Bearing Wear
9.9983,73.1443,7.0714,21.1827,1253.4195,4905.4178,4,Overheating
4.5449,59.5024,5.2708,17.0038,1525.4892,1040.7104,1,Normal
24.1025,67.8356,6.5512,20.2635,1765.8414,3895.6177,3,Misalignment
5.7430,51.7311,5.9960,16.6407,1339.6917,760.3496,2,Bearing Wear
